id;start_date;end_date;usd_rate;usd_rate_dif;nbu_usd_buy;nbu_usd_sell;modification_date;rub_rate;rub_rate_dif;eur_rate;eur_rate_dif;chf_rate;chf_rate_dif;nbu_euro_buy;nbu_euro_sell;title_seo;description_seo;title_seo_ru;description_seo_ru;title_seo_uz;description_seo_en;description_seo_uz;title_seo_en;date_update
1467;2018-05-08;2018-05-14;8059.24;-8.96;8000.00;8070.00;2020-05-19;128.73;-0.98;9638.85;-146.26;8063.27;-103.75;9550.00;9730.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 8 по 14 мая 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 8 по 14 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 8 по 14 мая 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 8 по 14 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-05-11
1468;2018-05-15;2018-05-21;8025.83;-33.41;7970.00;8040.00;2020-05-19;129.63;+0.9;9597.29;-41.56;8028.24;-35.03;9500.00;9690.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 15 по 21 мая 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 15 по 21 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 15 по 21 мая 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 15 по 21 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-05-18
1469;2018-05-22;2018-05-28;7997.95;-27.88;7940.00;8000.00;2020-05-19;128.37;-1.26;9396.79;-200.5;8005.15;-23.09;9310.00;9490.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 22 по 28 мая 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 22 по 28 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 22 по 28 мая 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 22 по 28 мая 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-05-24
1470;2018-05-29;2018-06-04;7982.25;-15.7;7900.00;7990.00;2020-05-19;127.57;-0.8;9299.32;-97.47;8066.14;+60.99;9210.00;9390.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 29 мая по 4 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 29 мая по 4 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 29 мая по 4 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 29 мая по 4 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-06-04
1471;2018-06-05;2018-06-11;7944.07;-38.18;7880.00;7960.00;2020-05-19;127.73;+0.16;9262.79;-36.53;8040.56;-25.58;9170.00;9355.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 5 по 11 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 4 по 11 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 5 по 11 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 4 по 11 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-06-08
1472;2018-06-12;2018-06-18;7909.37;-34.7;7850.00;7930.00;2020-05-19;126.72;-1.01;9306.16;+43.37;8029.82;-10.74;9220.00;9390.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 12 по 18 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 12 по 18 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 12 по 18 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 12 по 18 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-06-18
1473;2018-06-19;2018-06-25;7883.99;-25.38;7840.00;7920.00;2020-05-19;124.89;-1.83;9150.95;-155.21;7904.54;-125.28;9060.00;9240.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 19 по 25 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 19 по 25 июня 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июня 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-06-19
1474;2018-06-26;2018-07-02;7871.66;-12.33;7810.00;7890.00;2020-05-19;125.10;+0.21;9174.42;+23.47;7968.88;+64.34;9090.00;9260.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 26 июня по 2 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 26 июня по 2 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 26 июня по 2 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 26 июня по 2 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-07-02
1475;2018-07-03;2018-07-09;7846.27;-25.39;7770.00;7810.00;2020-05-19;125.06;-0.04;9166.80;-7.62;7923.92;-44.96;9080.00;9250.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 3 по 9 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 3 по 9 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 3 по 9 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 3 по 9 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1476;2018-07-10;2018-07-16;7813.42;-32.85;7760.00;7840.00;2020-05-19;124.19;-0.87;9176.86;+10.06;7894.74;-29.18;9090.00;9260.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 10 по 16 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 10 по 16 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 10 по 16 июля 2018 г. - Бизнес справочник Узбекистана;SD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 10 по 16 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-07-11
1477;2018-07-17;2018-07-23;7787.81;-25.61;7760.00;7790.00;2020-05-19;124.54;+0.35;9100.06;-76.8;7775.37;-119.37;9010.00;9190.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 17 по 23 июля 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 17 по 23 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 17 по 23 июля 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 17 по 23 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1478;2018-07-24;2018-07-30;7789.38;+1.57;7770.00;7850.00;2020-05-19;122.82;-1.72;9127.60;+27.54;7849.03;+73.66;9040.00;9210.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 24 по 30 июля 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 24 по 30 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 24 по 30 июля 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 24 по 30 июля 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1479;2018-07-31;2018-08-06;7791.88;+2.5;7770.00;7850.00;2020-05-19;124.19;+1.37;9082.22;-45.38;7836.55;-12.48;9000.00;9170.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 31 июля по 6 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 31 июля по 6 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 31 июля по 6 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 31 июля по 6 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1480;2018-08-07;2018-08-13;7783.05;-8.83;7760.00;7830.00;2020-05-19;122.96;-1.23;9002.65;-79.57;7829.24;-7.31;8920.00;9090.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 7 по 13 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 7 по 13 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 7 по 13 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 7 по 13 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1481;2018-08-14;2018-08-20;7790.20;+7.15;7770.00;7850.00;2020-05-19;115.07;-7.89;8888.62;-114.03;7827.77;-1.47;8800.00;8970.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 14 по 20 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 14 по 20 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 14 по 20 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 14 по 20 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-08-17
1482;2018-08-21;2018-08-27;7803.79;+13.59;7800.00;7880.00;2020-05-19;115.70;+0.63;8925.19;+36.57;7837.49;+9.72;8840.00;9010.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 21 по 27 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 21 по 27 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 21 по 27 августа 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 21 по 27 августа 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-08-24
1483;2018-08-28;2018-09-05;7827.23;+23.44;7820.00;7940.00;2020-05-19;116.46;+0.76;9096.02;+170.83;7961.78;+124.29;9010.00;9180.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 28 августа по 5 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 28 августа по 5 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 28 августа по 5 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 28 августа по 5 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-08-29
1484;2018-09-06;2018-09-10;7842.93;+15.7;7840.00;7960.00;2020-05-19;116.17;-0.29;9097.01;+0.99;8097.18;+135.4;9010.00;9180.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 6 по 10 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 6 по 10 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 6 по 10 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 6 по 10 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-09-06
1485;2018-09-11;2018-09-17;7862.17;+19.24;8020.00;8100.00;2020-05-19;112.59;-3.58;9081.59;-15.42;8112.86;+15.68;9000.00;9170.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 11 по 17 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 11 по 17 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 11 по 17 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 11 по 17 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-09-17
1486;2018-09-18;2018-09-24;8039.00;+176.83;8170.00;8250.00;2020-05-19;118.05;+5.46;9347.75;+266.16;8310.76;+197.9;9260.00;9440.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 18 по 24 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 18 по 24 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 18 по 24 сентября  2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 18 по 24 сентября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1487;2018-09-25;2018-10-02;8079.28;+40.28;8160.00;8240.00;2020-05-19;121.46;+3.41;9492.35;+144.6;8429.97;+119.21;9400.00;9580.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 25 сентября по 3 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 25 сентября по 3 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 25 сентября по 3 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 25 сентября по 3 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2168-01-31
1488;2018-10-03;2018-10-08;8179.66;+100.38;8160.00;8240.00;2020-05-19;125.84;+4.38;9468.77;-23.58;8315.20;-114.77;9380.00;9560.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 3 по 8 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 3 по 8 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 3 по 8 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 3 по 8 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-10-03
1489;2018-10-09;2018-10-15;8181.08;+1.42;8180.00;8250.00;2020-05-19;122.73;-3.11;9427.06;-41.71;8250.38;-64.82;9340.00;9520.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 9 по 15 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 9 по 15 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 9 по 15 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 9 по 15 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-10-10
1490;2018-10-16;2018-10-22;8208.04;+26.96;8200.00;8270.00;2020-05-19;123.85;+1.12;9490.14;+63.08;8280.08;+29.7;9400.00;9580.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 16 по 22 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 16 по 22 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 16 по 22 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 16 по 22 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-10-17
1491;2018-10-23;2018-10-29;8226.10;+18.06;8220.00;8300.00;2020-05-19;125.76;+1.91;9470.71;-19.43;8256.65;-23.43;9380.00;9560.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 23 по 29 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 23 по 29 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 23 по 29 октября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 23 по 29 октября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-10-24
1492;2018-10-30;2018-11-05;8236.87;+10.77;8220.00;8300.00;2020-05-19;125.19;-0.57;9390.86;-79.85;8263.31;+6.66;9300.00;9480.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 30 октября по 5 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 30 октября по 5 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 30 октября по 5 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 30 октября по 5 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-10-30
1493;2018-11-06;2018-11-12;8249.97;+13.1;8230.00;8300.00;2020-05-19;124.67;-0.52;9392.59;+1.73;8222.02;-41.29;9300.00;9480.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 6 по 12 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 6 по 12 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 6 по 12 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 6 по 12 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-11-06
1494;2018-11-13;2018-11-19;8271.27;+21.3;8250.00;8320.00;2020-05-19;121.79;-2.88;9374.66;-17.93;8227.66;+5.64;9280.00;9460.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 13 по 19 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 13 по 19 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 13 по 19 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 13 по 19 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-11-14
1495;2018-11-20;2018-11-26;8277.53;+6.26;8270.00;8340.00;2020-05-19;125.56;+3.77;9451.28;+76.62;8280.01;+52.35;9360.00;9540.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 20 по 26 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 20 по 26 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 20 по 26 ноября 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 20 по 26 ноября 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-11-22
1496;2018-11-27;2018-12-03;8299.20;+21.67;8290.00;8360.00;2020-05-19;125.39;-0.17;9411.29;-39.99;8328.35;+48.34;9320.00;9500.00;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 27 ноября по 3 декабря 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 27 ноября по 3 декабря 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс доллара США, рубля, евро, франка к суму в Узбекистане с 27 ноября по 3 декабря 2018 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 27 ноября по 3 декабря 2018. Курсы покупки-продажи на сегодня + архив курса валют с 2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2018-11-27
